id;jenis_kelamin;umur;asal;penempatan;gaji;pendidikan;IPK;pengalaman;jenis_rekrut;status_rekrut
6798;1;1;12;12;3;1;0,184722222;3;2;1
6799;0;1;18;25;3;0;02.12;1;2;0
6800;1;2;15;28;4;0;0,147916667;0;1;0
6801;1;1;6;6;3;3;03.43;4;2;1
6802;0;3;9;23;3;0;0,151388889;3;1;0
6803;1;3;9;18;5;0;0,100694444;2;2;0
6804;0;1;32;32;2;2;03.08;2;1;1
6805;1;2;12;12;1;1;03.03;1;1;1
6806;0;3;14;22;4;0;01.44;2;2;0
6807;0;2;30;30;2;1;03.09;0;1;1
6808;0;2;4;4;3;3;0,18125;4;2;1
6809;1;3;19;5;4;0;02.53;3;1;0
6810;0;2;18;13;4;0;01.03;1;1;0
6811;1;3;33;24;5;0;02.04;5;2;0
6812;0;2;20;20;3;2;0,170833333;3;2;1
6813;1;2;18;32;3;0;02.06;1;2;0
6814;1;2;26;30;5;0;0,141666667;4;2;0
6815;1;2;15;25;5;0;01.12;1;1;0
6816;1;1;31;19;4;0;02.33;2;2;0
6817;1;2;5;12;5;0;0,109027778;0;2;0
6818;1;2;31;31;3;0;02.45;4;1;0
6819;0;3;23;2;3;0;0,092361111;3;1;0
6820;0;1;23;23;3;2;0,186805556;2;2;1
6821;0;3;1;23;3;0;0,106944444;0;1;0
6822;1;2;20;34;4;0;01.38;0;1;0
6823;0;1;31;31;1;2;03.02;2;1;1
6824;0;2;8;30;4;0;0,092361111;4;2;0
6825;0;2;14;1;5;0;01.54;0;2;0
6826;1;2;30;30;3;3;0,192361111;4;2;1
6827;0;1;11;11;3;3;0,176388889;4;2;1
6828;1;2;23;23;1;1;03.05;2;1;1
6829;1;2;27;27;1;1;4;1;1;1
6830;1;1;10;10;3;1;0,174305556;2;2;1
6831;0;1;9;9;3;0;02.04;3;1;0
6832;0;1;20;20;3;3;03.07;3;2;1
6833;0;3;9;22;5;0;01.04;2;1;0
6834;1;1;11;11;2;2;03.05;0;1;1
6835;1;1;7;32;5;0;01.38;0;1;0
6836;0;3;8;34;4;0;01.05;2;1;0
6837;1;1;20;20;2;2;03.38;2;2;1
6838;0;3;2;2;3;0;02.03;0;1;0
6839;1;1;21;21;2;1;0,170138889;3;2;1
6840;0;2;15;24;3;0;02.56;0;1;0
6841;1;3;14;14;3;0;02.48;3;2;0
6842;0;3;25;8;3;0;0,132638889;0;2;0
6843;0;2;18;33;5;0;0,126388889;1;2;0
6844;0;1;26;28;3;0;0,14375;0;2;0
6845;1;1;8;22;3;0;0,132638889;0;2;0
6846;0;2;32;32;2;2;0,19375;4;2;1
6847;1;1;16;21;4;0;0,147916667;2;1;0
6848;0;2;27;19;4;0;0,092361111;5;2;0
6849;0;2;5;13;3;0;01.25;1;1;0
6850;0;1;8;8;2;2;0,167361111;2;2;1
6851;1;1;7;32;5;0;02.04;3;2;0
6852;0;1;32;32;3;3;0,16875;3;2;1
6853;0;3;32;30;5;0;01.39;3;1;0
6854;0;1;11;11;3;3;03.34;3;2;1
6855;0;1;6;6;2;3;03.28;3;2;1
6856;0;1;5;5;1;2;03.09;0;1;1
6857;0;1;6;24;4;0;02.56;0;1;0
6858;1;1;33;7;5;0;0,134722222;5;2;0
6859;0;2;4;8;4;0;02.33;4;2;0
6860;0;2;23;23;1;2;03.02;2;1;1
6861;0;1;10;10;2;2;03.02;0;1;1
6862;0;3;33;23;3;0;0,094444444;4;2;0
6863;1;2;28;28;2;2;03.56;2;2;1
6864;0;2;32;32;2;2;0,16875;2;2;1
6865;1;1;27;27;3;1;0,184722222;2;2;1
6866;1;1;10;10;3;2;0,193055556;4;2;1
6867;1;1;22;23;4;0;02.55;5;1;0
6868;0;2;30;30;1;1;03.05;1;1;1
6869;0;2;25;25;3;3;0,171527778;2;2;1
6870;1;1;5;5;2;2;03.07;1;1;1
6871;0;3;21;2;4;0;02.39;2;2;0
6872;1;2;17;5;5;0;0,109722222;5;2;0
6873;1;2;27;27;3;3;03.09;3;2;1
6874;1;3;12;33;5;0;0,134027778;0;1;0
6875;1;1;28;28;1;1;03.05;0;1;1
6876;1;1;17;23;3;0;02.21;4;2;0
6877;0;1;28;28;2;2;0,171527778;2;2;1
6878;1;2;11;5;4;0;0,133333333;0;1;0
6879;1;1;21;21;2;2;03.04;1;1;1
6880;0;3;2;24;4;0;0,130555556;0;1;0
6881;0;1;20;20;1;1;03.04;0;1;1
6882;0;1;29;29;1;1;03.09;0;1;1
6883;1;2;28;32;5;0;0,145138889;4;1;0
6884;1;2;3;28;4;0;01.22;2;1;0
6885;0;1;31;31;3;3;0,177083333;2;2;1
6886;1;2;21;33;3;0;0,086805556;2;1;0
6887;1;2;18;12;4;0;01.17;4;1;0
6888;0;3;24;20;3;0;0,094444444;2;2;0
6889;0;2;24;19;3;0;02.57;0;1;0
6890;0;1;4;4;1;2;03.02;1;1;1
6891;0;2;23;23;2;1;0,16875;4;2;1
6892;0;2;17;34;4;0;01.08;5;1;0
6893;0;2;15;15;1;1;03.04;1;1;1
6894;0;1;9;9;2;2;03.09;1;1;1
6895;1;2;11;11;1;2;03.03;0;1;1
6896;0;1;26;16;3;0;0,147916667;2;2;0
6897;1;1;23;23;2;1;03.03;2;1;1
6898;0;1;20;20;2;1;03.01;1;1;1
6899;1;1;28;16;3;0;0,102777778;4;1;0
6900;0;3;15;16;5;0;0,0875;4;2;0
6901;1;1;21;23;4;0;02.44;2;2;0
6902;1;3;23;11;5;0;0,126388889;5;2;0
6903;1;3;33;15;3;0;0,138194444;1;1;0
6904;1;2;28;28;2;1;0,16875;3;2;1
6905;0;2;20;20;2;2;03.05;3;2;1
6906;1;2;23;23;2;2;03.04;2;1;1
6907;0;1;24;24;3;1;0,167361111;3;2;1
6908;1;2;1;1;2;2;03.59;3;2;1
6909;0;2;8;34;4;0;01.06;0;1;0
6910;1;2;22;22;1;2;03.07;2;1;1
6911;0;2;8;20;4;0;01.01;1;1;0
6912;1;1;18;18;1;1;03.04;0;1;1
6913;0;1;19;19;3;1;0,172916667;2;2;1
6914;0;2;13;13;2;2;03.07;2;1;1
6915;1;3;27;13;3;0;0,13125;5;1;0
6916;0;1;20;20;2;1;0,186111111;2;2;1
6917;1;1;30;8;3;0;01.52;5;2;0
6918;1;1;9;9;2;1;03.06;1;1;1
6919;0;3;12;19;5;0;01.42;5;1;0
6920;1;2;31;28;5;0;0,150694444;0;1;0
6921;0;3;34;11;5;0;01.12;5;1;0
6922;0;1;29;29;1;1;03.03;1;1;1
6923;0;2;15;15;4;0;0,103472222;3;1;0
6924;1;1;13;13;1;1;03.06;0;1;1
6925;1;1;20;19;3;0;01.44;1;2;0
6926;0;2;16;16;1;2;03.08;0;1;1
6927;0;1;27;5;5;0;02.14;3;1;0
6928;0;1;12;12;3;3;03.55;4;2;1
6929;0;3;32;2;4;0;0,134722222;3;2;0
6930;0;2;22;16;5;0;0,10625;0;2;0
6931;1;2;13;13;2;2;03.09;1;1;1
6932;1;1;22;22;3;3;0,19375;2;2;1
6933;0;2;31;31;1;1;03.07;2;1;1
6934;0;1;27;27;3;1;0,182638889;2;2;1
6935;1;3;25;2;5;0;02.09;3;2;0
6936;1;3;8;31;5;0;0,095833333;3;2;0
6937;1;2;4;13;3;0;01.11;2;1;0
6938;1;1;31;32;3;0;0,086111111;0;1;0
6939;1;1;25;25;2;1;0,175694444;4;2;1
6940;0;3;13;9;3;0;0,151388889;2;2;0
6941;1;1;27;27;2;1;0,177083333;4;2;1
6942;1;3;18;34;5;0;01.36;5;2;0
6943;1;2;25;20;4;0;02.46;5;2;0
6944;0;2;18;25;5;0;0,099305556;5;2;0
6945;0;1;32;32;1;1;03.07;1;1;1
6946;0;1;1;1;2;3;03.57;3;2;1
6947;1;1;6;6;3;2;0,178472222;3;2;1
6948;0;2;14;14;2;2;03.06;2;1;1
6949;1;1;31;31;2;2;03.07;1;1;1
6950;0;3;13;2;3;0;02.52;0;1;0
6951;0;1;33;33;2;1;03.04;2;1;1
6952;0;3;20;2;5;0;02.46;5;2;0
6953;1;2;22;16;5;0;01.38;2;2;0
6954;0;2;31;10;3;0;01.05;4;1;0
6955;1;3;28;25;5;0;01.21;1;2;0
6956;1;2;23;23;5;0;02.16;3;2;0
6957;1;1;20;20;2;1;03.04;2;1;1
6958;1;1;19;19;2;1;03.08;2;1;1
6959;1;1;28;28;1;2;4;2;1;1
6960;1;2;27;27;2;1;03.01;1;1;1
6961;1;2;22;22;1;1;03.02;0;1;1
6962;1;3;25;14;3;0;01.48;0;1;0
6963;0;1;30;30;1;1;03.01;2;1;1
6964;0;2;4;6;4;0;01.22;4;2;0
6965;0;3;5;20;3;0;0,090972222;0;2;0
6966;1;2;18;18;2;3;0,16875;2;2;1
6967;1;2;2;2;3;3;0,18125;2;2;1
6968;1;1;32;4;4;0;01.52;1;2;0
6969;0;1;11;11;2;2;03.09;1;1;1
6970;1;2;18;20;3;0;0,13125;0;1;0
6971;1;1;33;33;3;3;03.43;4;2;1
6972;0;2;4;4;2;2;03.03;1;1;1
6973;1;2;11;10;3;0;02.18;0;1;0
6974;0;1;22;32;4;0;02.08;0;1;0
6975;1;2;11;11;2;3;03.54;4;2;1
6976;1;2;11;34;3;0;0,14375;1;2;0
6977;0;3;19;23;5;0;0,090972222;4;2;0
6978;1;1;23;23;3;1;0,19375;4;2;1
6979;0;3;8;26;3;0;02.48;2;1;0
6980;1;2;6;31;3;0;0,140277778;2;2;0
6981;0;1;29;27;3;0;02.09;3;2;0
6982;1;3;32;21;5;0;01.07;5;1;0
6983;1;3;10;22;4;0;0,145138889;5;1;0
6984;1;3;6;7;4;0;02.23;3;2;0
6985;0;2;8;10;3;0;0,089583333;5;1;0
6986;0;2;17;13;4;0;0,090972222;0;1;0
6987;1;3;28;25;5;0;0,108333333;4;2;0
6988;1;2;29;8;3;0;01.07;1;2;0
6989;1;1;24;24;2;3;0,190277778;4;2;1
6990;0;2;22;28;5;0;0,149305556;2;1;0
6991;1;1;15;15;1;2;03.04;0;1;1
6992;1;1;15;15;2;2;0,167361111;4;2;1
6993;0;3;23;14;4;0;0,108333333;0;2;0
6994;0;1;10;20;3;0;02.52;5;2;0
6995;0;3;25;13;4;0;02.38;0;1;0
6996;0;3;6;25;3;0;02.37;2;2;0
6997;1;1;2;2;1;1;03.01;1;1;1
6998;0;2;26;26;2;2;0,188888889;3;2;1
6999;1;1;11;11;2;2;03.09;1;1;1
7000;0;1;12;25;5;0;0,134027778;1;1;0
7001;1;2;2;2;2;2;03.07;1;1;1
7002;1;1;2;2;2;1;0,181944444;4;2;1
7003;1;2;21;3;3;0;02.47;5;1;0
7004;0;1;19;19;2;1;0,189583333;4;2;1
7005;0;2;5;4;3;0;0,100694444;1;1;0
7006;1;2;30;22;3;0;02.52;5;2;0
7007;1;1;27;22;3;0;0,147916667;5;2;0
7008;1;1;10;10;2;1;03.08;2;1;1
7009;0;2;3;3;2;3;03.35;3;2;1
7010;1;2;17;17;2;1;03.47;2;2;1
7011;0;2;15;15;3;1;0,19375;2;2;1
7012;0;1;4;22;3;0;0,142361111;0;2;0
7013;0;1;20;31;3;0;01.08;3;2;0
7014;1;1;6;6;3;3;03.38;4;2;1
7015;1;1;15;15;1;1;03.09;2;1;1
7016;1;1;27;27;2;1;03.03;1;1;1
7017;0;2;11;4;5;0;0,13125;2;1;0
7018;0;2;15;15;2;1;03.48;3;2;1
7019;1;1;1;27;4;0;01.26;5;1;0
7020;0;1;13;13;2;1;0,190277778;4;2;1
7021;1;2;30;30;2;1;0,179861111;3;2;1
7022;0;1;14;8;5;0;0,096527778;3;1;0
7023;0;2;25;25;2;1;03.05;2;1;1
7024;1;2;3;30;4;0;0,13125;0;1;0
7025;1;2;30;30;2;1;03.09;0;1;1
7026;0;2;22;22;2;1;03.07;2;1;1
7027;0;2;12;12;2;1;0,167361111;2;2;1
7028;1;1;21;13;5;0;01.45;2;2;0
7029;0;3;14;10;5;0;0,140972222;1;2;0
7030;0;2;8;27;5;0;02.38;3;2;0
7031;0;1;28;28;1;2;03.01;0;1;1
7032;0;2;4;17;5;0;02.58;2;2;0
7033;1;2;3;3;2;2;03.07;2;1;1
7034;0;2;31;31;3;1;03.51;4;2;1
7035;1;2;12;12;1;2;03.09;2;1;1
7036;1;3;30;12;4;0;0,14375;2;2;0
7037;0;2;17;15;4;0;02.36;5;2;0
7038;0;3;5;10;4;0;0,098611111;0;2;0
7039;0;1;13;13;1;2;03.02;2;1;1
7040;0;1;2;2;2;3;03.55;2;2;1
7041;1;1;12;12;2;2;03.02;0;1;1
7042;0;1;1;1;3;3;03.47;3;2;1
7043;0;2;9;9;3;2;03.26;4;2;1
7044;0;2;20;20;1;2;03.02;2;1;1
7045;0;2;17;31;4;0;02.16;4;2;0
7046;1;3;9;29;3;0;0,152083333;1;1;0
7047;1;1;25;25;2;2;03.36;3;2;1
7048;0;1;8;8;1;2;03.01;2;1;1
7049;0;1;28;28;2;2;03.07;0;1;1
7050;1;2;15;26;4;0;02.09;3;1;0
7051;0;3;12;8;5;0;0,092361111;0;1;0
7052;1;2;10;10;2;2;03.52;3;2;1
7053;1;1;28;32;3;0;0,136805556;2;1;0
7054;0;2;28;28;1;1;03.03;1;1;1
7055;1;1;16;16;1;1;03.08;0;1;1
7056;0;2;8;8;3;2;0,186111111;2;2;1
7057;1;2;9;9;1;2;03.01;2;1;1
7058;0;2;27;27;2;2;03.09;0;1;1
7059;0;2;8;8;2;2;0,181944444;4;2;1
7060;1;2;14;14;2;2;03.06;0;1;1
7061;1;2;14;19;5;0;02.27;0;2;0
7062;1;3;27;27;4;0;0,104861111;4;1;0
7063;0;2;4;4;2;2;03.05;2;1;1
7064;1;2;24;24;2;2;03.59;2;2;1
7065;0;3;33;3;4;0;0,107638889;1;1;0
7066;1;1;14;24;3;0;01.29;2;1;0
7067;0;1;32;32;1;1;4;0;1;1
7068;1;2;5;5;1;2;03.07;1;1;1
7069;1;2;31;31;3;1;0,168055556;4;2;1
7070;1;3;5;6;5;0;0,128472222;0;2;0
7071;1;2;9;9;2;1;0,181944444;2;2;1
7072;0;3;34;27;5;0;0,129861111;1;2;0
7073;1;2;20;20;1;2;03.06;2;1;1
7074;0;2;4;4;3;2;0,191666667;3;2;1
7075;0;3;10;31;4;0;02.08;5;2;0
7076;1;3;23;4;3;0;01.02;1;1;0
7077;0;1;8;8;3;2;0,189583333;3;2;1
7078;1;2;25;25;2;2;03.08;2;1;1
7079;1;2;21;20;5;0;0,126388889;0;1;0
7080;1;1;2;2;1;2;03.02;0;1;1
7081;0;1;1;1;2;3;0,172222222;3;2;1
7082;1;2;15;15;2;2;03.08;2;1;1
7083;1;1;16;16;2;1;03.01;0;1;1
7084;0;2;14;21;4;0;01.41;2;2;0
7085;1;1;18;18;2;1;03.46;3;2;1
7086;0;2;3;3;2;1;03.51;4;2;1
7087;0;1;28;28;1;2;03.06;2;1;1
7088;0;2;8;25;4;0;02.58;4;1;0
7089;1;2;28;12;5;0;01.56;3;1;0
7090;1;2;17;15;4;0;0,090972222;1;2;0
7091;0;2;5;19;4;0;0,090972222;5;1;0
7092;1;3;14;27;5;0;02.07;1;2;0
7093;0;2;19;19;3;1;03.09;3;2;1
7094;0;2;4;4;3;3;0,186111111;3;2;1
7095;1;2;17;17;3;2;03.59;2;2;1
7096;1;2;17;32;3;0;0,135416667;2;1;0
7097;1;1;16;2;5;0;0,126388889;5;2;0
7098;0;2;14;14;3;1;0,190972222;3;2;1
7099;1;2;30;30;2;2;03.07;1;1;1
7100;0;1;23;23;3;3;03.43;2;2;1
7101;0;1;29;23;3;0;02.05;5;2;0
7102;0;1;18;17;5;0;0,094444444;3;2;0
7103;1;1;14;11;5;0;01.22;4;2;0
7104;1;1;2;6;5;0;02.46;5;2;0
7105;1;1;28;28;2;2;03.03;0;1;1
7106;1;3;17;1;3;0;0,140972222;2;1;0
7107;0;3;23;26;5;0;02.53;3;2;0
7108;0;2;15;28;5;0;02.13;1;1;0
7109;0;1;27;19;4;0;02.22;3;1;0
7110;1;1;27;27;2;1;03.06;4;2;1
7111;1;2;32;32;2;3;03.59;4;2;1
7112;0;2;3;3;1;1;03.06;1;1;1
7113;1;2;14;12;5;0;02.42;4;2;0
7114;1;3;11;3;4;0;0,089583333;5;2;0
7115;1;3;3;13;3;0;0,099305556;3;2;0
7116;1;2;26;26;2;1;03.08;2;1;1
7117;1;1;15;15;2;1;03.03;0;1;1
7118;1;1;1;34;3;0;01.09;0;1;0
7119;1;2;4;4;1;1;03.04;2;1;1
7120;1;1;20;32;5;0;02.02;4;2;0
7121;0;1;15;15;2;3;4;4;2;1
7122;1;1;32;10;3;0;0,103472222;4;1;0
7123;1;2;29;29;1;2;03.04;1;1;1
7124;0;3;4;33;4;0;02.16;5;2;0
7125;0;3;21;16;5;0;0,128472222;3;2;0
7126;0;2;29;29;3;1;0,190277778;4;2;1
7127;1;1;33;25;5;0;02.03;4;2;0
7128;1;3;7;31;4;0;02.33;5;1;0
7129;1;2;22;22;2;1;0,184027778;2;2;1
7130;1;1;29;29;1;2;03.09;2;1;1
7131;1;3;23;26;5;0;02.36;1;1;0
7132;0;1;15;15;2;1;03.04;0;1;1
7133;1;1;9;9;1;2;03.05;1;1;1
7134;1;3;14;16;4;0;02.07;5;2;0
7135;1;2;34;33;5;0;02.11;2;1;0
7136;1;2;27;11;5;0;01.22;5;2;0
7137;0;2;8;8;3;2;0,172916667;3;2;1
7138;0;1;29;29;1;1;03.06;2;1;1
7139;0;1;31;31;2;1;03.07;2;1;1
7140;1;1;32;32;2;2;0,169444444;3;2;1
7141;1;1;3;29;5;0;0,146527778;3;2;0
7142;0;1;32;32;2;2;03.07;2;1;1
7143;0;2;28;13;5;0;01.31;1;2;0
7144;1;3;32;32;3;0;01.49;1;2;0
7145;0;2;16;16;2;3;0,192361111;2;2;1
7146;0;1;30;4;5;0;0,1375;4;2;0
7147;1;1;22;22;2;1;03.49;4;2;1
7148;1;3;9;3;4;0;01.13;1;2;0
7149;0;2;22;22;3;2;0,189583333;3;2;1
7150;1;1;7;7;2;1;0,179166667;2;2;1
7151;1;2;32;32;2;1;03.05;2;1;1
7152;1;2;18;14;5;0;01.13;3;2;0
7153;1;1;1;1;3;1;03.57;4;2;1
7154;0;1;9;30;4;0;02.06;1;1;0
7155;0;1;34;13;4;0;0,102083333;0;1;0
7156;1;2;17;17;3;3;03.47;3;2;1
7157;1;3;33;1;4;0;01.05;5;2;0
7158;1;2;13;13;2;1;03.02;2;1;1
7159;0;3;32;2;5;0;0,132638889;3;2;0
7160;1;2;9;22;4;0;02.59;1;2;0
7161;1;3;22;11;5;0;01.49;5;2;0
7162;0;2;17;17;2;2;4;0;1;1
7163;1;2;9;9;3;3;0,175694444;3;2;1
7164;1;2;9;25;3;0;01.39;1;1;0
7165;0;1;18;28;5;0;02.31;5;1;0
7166;0;1;30;30;3;3;0,177777778;3;2;1
7167;1;2;29;29;2;2;03.46;4;2;1
7168;0;3;17;3;4;0;02.53;3;2;0
7169;0;1;1;1;1;2;03.01;2;1;1
7170;0;1;21;21;3;3;0,169444444;4;2;1
7171;1;2;29;19;5;0;01.33;4;2;0
7172;0;2;1;1;3;3;03.43;3;2;1
7173;1;3;3;4;4;0;0,128472222;0;1;0
7174;1;1;30;4;3;0;0,097916667;4;2;0
7175;0;2;13;16;5;0;01.12;4;1;0
7176;1;1;31;31;2;1;03.03;2;1;1
7177;1;1;16;1;5;0;0,147916667;0;1;0
7178;0;2;9;17;4;0;02.24;5;1;0
7179;1;1;13;10;4;0;0,13125;0;1;0
7180;0;2;26;10;4;0;02.28;1;1;0
7181;1;1;24;24;2;1;03.05;2;2;1
7182;1;2;22;22;2;2;4;1;1;1
7183;1;1;8;14;3;0;0,086111111;1;2;0
7184;0;2;8;8;1;1;03.08;1;1;1
7185;0;1;16;16;3;1;0,172222222;4;2;1
7186;0;2;29;34;3;0;02.06;3;2;0
7187;0;1;24;24;3;3;0,190972222;2;2;1
7188;0;1;10;10;2;3;03.07;3;2;1
7189;1;1;20;4;4;0;02.49;0;2;0
7190;0;2;16;28;4;0;0,090972222;3;1;0
7191;0;2;33;21;3;0;0,126388889;4;2;0
7192;1;3;5;20;3;0;01.54;1;2;0
7193;1;1;32;21;4;0;0,084722222;4;1;0
7194;1;2;33;33;3;3;03.44;2;2;1
7195;0;1;33;33;3;2;03.04;3;2;1
7196;1;1;34;18;3;0;0,148611111;0;2;0
7197;0;2;24;24;1;1;03.03;1;1;1
7198;0;2;7;16;3;0;01.03;1;2;0
7199;0;1;17;17;2;2;03.03;0;1;1
7200;1;1;3;3;2;1;03.01;0;1;1
7201;0;1;21;19;5;0;01.47;4;2;0
7202;1;2;1;1;1;2;03.08;1;1;1
7203;0;2;10;18;5;0;02.21;1;2;0
7204;0;1;18;18;1;1;03.05;2;1;1
7205;1;2;4;4;2;2;0,18125;4;2;1
7206;1;2;20;29;4;0;02.37;0;2;0
7207;0;3;29;34;5;0;02.36;4;1;0
7208;0;1;19;1;3;0;0,098611111;0;2;0
7209;0;2;3;21;3;0;0,105555556;5;1;0
7210;0;3;18;32;4;0;01.11;4;2;0
7211;1;1;10;34;4;0;01.25;0;2;0
7212;0;2;16;19;5;0;0,084722222;3;2;0
7213;1;2;14;14;3;2;03.32;4;2;1
7214;1;3;28;8;5;0;02.05;2;2;0
7215;1;2;2;12;5;0;0,152083333;4;2;0
7216;1;2;25;25;2;2;0,178472222;3;2;1
7217;1;1;18;18;2;1;03.01;2;1;1
7218;0;2;15;15;2;1;03.04;1;1;1
7219;1;3;22;16;3;0;0,110416667;3;2;0
7220;1;1;32;32;2;2;03.09;2;1;1
7221;0;1;5;6;5;0;02.43;3;1;0
7222;0;2;8;8;3;1;0,179861111;3;2;1
7223;0;1;29;32;3;0;02.32;3;2;0
7224;0;2;27;27;2;3;03.32;3;2;1
7225;1;1;24;24;2;3;03.08;3;2;1
7226;0;1;17;17;3;1;03.59;4;2;1
7227;1;1;33;33;1;1;03.09;2;1;1
7228;0;2;32;32;2;1;03.08;2;1;1
7229;0;1;33;33;3;3;03.47;3;2;1
7230;0;1;31;31;2;2;4;1;1;1
7231;1;1;19;19;2;1;03.04;3;2;1
7232;0;2;1;1;3;1;0,189583333;4;2;1
7233;0;3;10;32;4;0;02.11;3;1;0
7234;0;2;14;14;2;1;03.09;2;1;1
7235;0;1;26;5;4;0;02.07;1;1;0
7236;0;2;6;6;2;1;03.04;1;1;1
7237;0;1;31;29;4;0;0,094444444;0;2;0
7238;0;2;19;31;4;0;01.46;5;1;0
7239;1;3;21;32;4;0;0,084027778;5;2;0
7240;1;1;30;30;2;2;03.02;0;1;1
7241;0;1;18;9;3;0;02.09;5;1;0
7242;0;3;7;16;4;0;01.52;2;2;0
7243;1;3;13;15;3;0;0,092361111;2;1;0
7244;1;2;23;23;1;1;4;2;1;1
7245;0;2;1;1;2;3;03.04;3;2;1
7246;1;3;20;19;3;0;0,147916667;0;1;0
7247;1;3;19;23;3;0;01.49;1;2;0
7248;1;3;4;29;4;0;02.22;5;2;0
7249;1;1;8;1;4;0;01.15;5;2;0
7250;1;1;19;12;3;0;01.59;1;1;0
7251;0;2;15;15;2;1;03.03;0;1;1
7252;1;1;8;8;2;1;03.04;1;1;1
7253;1;1;33;24;3;0;01.59;4;2;0
7254;0;2;25;25;2;2;03.07;1;1;1
7255;0;1;16;16;3;1;03.27;4;2;1
7256;1;2;34;34;2;2;03.02;2;1;1
7257;0;2;15;27;5;0;0,106944444;0;2;0
7258;0;2;29;21;4;0;01.39;3;1;0
7259;0;1;9;28;4;0;01.31;1;2;0
7260;0;3;11;15;4;0;01.36;2;1;0
7261;1;1;22;22;3;3;03.33;4;2;1
7262;1;2;32;3;5;0;02.31;4;1;0
7263;0;1;18;30;3;0;0,14375;2;1;0
7264;1;2;23;23;3;3;03.36;4;2;1
7265;1;2;11;11;3;2;0,184027778;2;2;1
7266;1;2;29;29;2;2;0,177083333;3;2;1
7267;1;1;26;26;2;1;4;3;2;1
7268;0;2;34;34;3;1;03.32;3;2;1
7269;0;1;26;34;5;0;01.34;5;1;0
7270;0;3;31;21;4;0;0,150694444;5;1;0
7271;1;1;28;12;5;0;0,108333333;0;2;0
7272;0;1;8;8;2;3;03.27;2;2;1
7273;1;1;19;19;2;1;0,182638889;4;2;1
7274;1;1;22;7;3;0;0,147916667;2;1;0
7275;0;1;30;30;3;3;03.03;4;2;1
7276;1;3;5;30;3;0;01.48;5;2;0
7277;1;2;27;27;2;2;0,184027778;3;2;1
7278;0;2;16;13;5;0;0,145138889;4;2;0
7279;1;3;26;27;3;0;0,134722222;3;2;0
7280;1;1;18;18;1;2;03.02;0;1;1
7281;0;2;2;2;2;1;03.06;2;1;1
7282;0;2;13;13;1;2;03.09;2;1;1
7283;1;2;11;17;4;0;01.08;0;1;0
7284;0;1;8;8;2;2;0,193055556;3;2;1
7285;0;1;25;25;1;2;03.09;1;1;1
7286;1;2;34;34;2;1;0,186805556;2;2;1
7287;1;2;21;21;2;1;03.09;4;2;1
7288;0;1;24;24;2;2;03.32;4;2;1
7289;1;2;30;30;2;3;0,170833333;2;2;1
7290;0;2;20;20;2;3;0,179166667;3;2;1
7291;0;1;28;28;1;1;03.02;2;1;1
7292;0;2;26;26;1;1;03.01;2;1;1
7293;1;1;21;10;3;0;02.57;1;2;0
7294;0;3;27;18;4;0;02.02;1;2;0
7295;0;2;17;9;3;0;0,098611111;2;2;0
7296;1;2;24;24;2;2;03.09;0;1;1
7297;0;3;10;5;4;0;01.07;2;1;0
7298;1;2;9;9;2;2;03.52;2;2;1
7299;1;1;18;18;2;1;03.05;0;1;1
7300;0;1;19;19;2;1;0,171527778;2;2;1
7301;1;3;19;19;5;0;0,106944444;1;1;0
7302;1;2;3;3;3;1;03.35;4;2;1
7303;0;2;30;30;3;2;0,170833333;3;2;1
7304;0;2;16;16;2;3;03.39;3;2;1
7305;0;2;8;22;4;0;01.13;2;1;0
7306;1;2;16;16;3;1;0,184027778;4;2;1
7307;0;3;19;34;3;0;0,103472222;3;2;0
7308;1;2;11;11;2;2;0,169444444;4;2;1
7309;0;2;7;7;2;1;03.02;1;1;1
7310;0;2;20;30;5;0;02.07;2;2;0
7311;1;3;15;12;4;0;01.29;5;2;0
7312;0;2;13;13;3;3;0,168055556;2;2;1
7313;1;1;23;23;2;3;03.06;2;2;1
7314;0;1;22;1;3;0;01.41;3;1;0
7315;0;1;18;18;2;3;0,16875;2;2;1
7316;0;3;19;19;4;0;01.21;4;2;0
7317;0;1;24;24;1;2;03.01;1;1;1
7318;0;3;23;20;3;0;0,084722222;0;1;0
7319;0;3;4;30;5;0;02.09;5;2;0
7320;1;2;27;27;1;1;03.09;2;1;1
7321;0;1;34;34;1;1;03.07;2;1;1
7322;1;1;8;27;3;0;0,14375;2;2;0
7323;1;3;3;4;3;0;02.48;4;1;0
7324;1;1;22;23;4;0;0,129166667;1;1;0
7325;0;1;16;16;1;1;4;1;1;1
7326;1;3;16;18;3;0;02.57;3;1;0
7327;0;2;31;18;5;0;01.59;4;1;0
7328;1;2;29;29;3;3;0,174305556;4;2;1
7329;1;1;19;19;1;2;03.02;0;1;1
7330;1;1;29;29;3;1;0,168055556;3;2;1
7331;1;3;32;19;3;0;01.49;2;2;0
7332;1;2;15;22;5;0;01.09;2;2;0
7333;1;2;10;1;3;0;01.52;3;1;0
7334;0;1;27;19;4;0;01.04;1;1;0
7335;0;1;13;13;2;2;03.49;2;2;1
7336;1;1;26;25;5;0;02.05;3;2;0
7337;0;2;6;19;3;0;0,130555556;1;2;0
7338;1;1;33;10;4;0;0,086805556;3;1;0
7339;1;1;1;24;5;0;0,146527778;2;2;0
7340;1;1;30;30;3;3;0,188194444;3;2;1
